"","ID","Gender","Certificate","Q27_1","Q27_2","Q27_3","Q27_4","Q27_5","Q27_6","Q27_7","Q27_8","Q27_9","Q27_10","Q27_11","Q27_12","Q27_13","Q27_14","Q27_15"
"273","4353","Female","National","4","5: Very true","5: Very true","5: Very true","5: Very true","4","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","5: Very true","4","5: Very true","4","5: Very true"
"274","4371","Male","National","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","5: Very true"
"275","4648","Male","IGCSE (British)","1: Not at all true","1: Not at all true","2","2","5: Very true","5: Very true","5: Very true","3: Somewhat true","2","4","4","1: Not at all true","3: Somewhat true","2","4"
"276","4632","Male","IGCSE (British)","1: Not at all true","2","3: Somewhat true","2","4","3: Somewhat true","5: Very true","3: Somewhat true","2","1: Not at all true","4","5: Very true","4","2","3: Somewhat true"
"277","4664","Female","IGCSE (British)","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","1: Not at all true","3: Somewhat true","5: Very true","1: Not at all true","5: Very true","5: Very true","3: Somewhat true"
"278","4636","Male","IGCSE (British)","4","4","5: Very true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","2","3: Somewhat true","4","2","1: Not at all true","3: Somewhat true","3: Somewhat true"
"279","4668","Male","IGCSE (British)","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true","2","2","2","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","4","3: Somewhat true","4"
"280","4295","Male","IGCSE (British)","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","2","4","1: Not at all true","1: Not at all true","3: Somewhat true","5: Very true"
"281","4639","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","4","4","4","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","4"
"282","4631","Male","IGCSE (British)","5: Very true","4","5: Very true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2","1: Not at all true","2","1: Not at all true","4"
"283","4650","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true","1: Not at all true","5: Very true","3: Somewhat true","4"
"284","4635","Female","IGCSE (British)","4","5: Very true","4","5: Very true","4","4","4","2","2","3: Somewhat true","5: Very true","2","4","3: Somewhat true","2"
"285","4643","Male","IGCSE (British)","4","5: Very true","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","4","4","5: Very true","1: Not at all true","4","4","2"
"286","4659","Female","IGCSE (British)","4","4","3: Somewhat true","4","5: Very true","3: Somewhat true","3: Somewhat true","2","2","2","1: Not at all true","2","2","2","4"
"287","4642","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","4","2","1: Not at all true","1: Not at all true","1: Not at all true","2","2","1: Not at all true","3: Somewhat true","1: Not at all true","4"
"288","4665","Male","IGCSE (British)","2","3: Somewhat true","5: Very true","2","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","2","4","1: Not at all true","5: Very true","1: Not at all true","4"
"289","4657","Female","IGCSE (British)","3: Somewhat true","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true"
"290","4677","Male","IGCSE (British)","2","3: Somewhat true","1: Not at all true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","4","1: Not at all true","3: Somewhat true"
"291","4673","Male","IGCSE (British)","3: Somewhat true","4","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true","4","2","2","3: Somewhat true","5: Very true","4","5: Very true","5: Very true","4"
"292","4672","Female","IGCSE (British)","3: Somewhat true","4","4","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","2","3: Somewhat true","1: Not at all true","3: Somewhat true","2","3: Somewhat true"
"293","4660","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","4"
"294","4678","Female","IGCSE (British)","4","3: Somewhat true","4","4","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","4"
"295","4676","Female","IGCSE (British)","4","3: Somewhat true","5: Very true","4","5: Very true","1: Not at all true","2","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2","4"
"296","4666","Female","IGCSE (British)","4","3: Somewhat true","4","4","5: Very true","1: Not at all true","2","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2","1: Not at all true","4"
"297","4646","Female","IGCSE (British)","4","4","5: Very true","4","5: Very true","3: Somewhat true","3: Somewhat true","2","2","3: Somewhat true","5: Very true","1: Not at all true","5: Very true","4","4"
"298","4611","Male","IGCSE (British)","3: Somewhat true","2","4","5: Very true","4","4","4","3: Somewhat true","1: Not at all true","1: Not at all true","2","1: Not at all true","1: Not at all true","1: Not at all true","4"
"299","4602","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","4","4","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","4"
"300","4626","Male","IGCSE (British)","4","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","2","2","2","2","4","3: Somewhat true","3: Somewhat true","1: Not at all true","5: Very true"
"301","4589","Female","IGCSE (British)","4","4","4","5: Very true","4","3: Somewhat true","3: Somewhat true","4","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","4","3: Somewhat true","3: Somewhat true"
"302","4586","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","4","5: Very true","3: Somewhat true","2","1: Not at all true","2","2","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","4"
"303","4581","Female","IGCSE (British)","5: Very true","5: Very true","4","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","2","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true"
"304","4591","Female","IGCSE (British)","2","4","5: Very true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true","5: Very true","2"
"305","4627","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","2","1: Not at all true","2","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","2","1: Not at all true","3: Somewhat true"
"306","4623","Male","IGCSE (British)","5: Very true","5: Very true","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","5: Very true","3: Somewhat true","3: Somewhat true"
"307","4601","Female","IGCSE (British)","3: Somewhat true","3: Somewhat true","2","5: Very true","4","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true"
"308","4600","Female","IGCSE (British)","3: Somewhat true","4","2","5: Very true","4","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","3: Somewhat true","3: Somewhat true","1: Not at all true","4"
"309","4608","Female","IGCSE (British)","4","5: Very true","5: Very true","5: Very true","4","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","4","1: Not at all true","5: Very true"
"310","4599","Male","IGCSE (British)","4","5: Very true","4","5: Very true","5: Very true","4","4","3: Somewhat true","3: Somewhat true","2","4","4","5: Very true","2","3: Somewhat true"
"311","4610","Female","IB","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","5: Very true","1: Not at all true","3: Somewhat true","1: Not at all true","3: Somewhat true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true"
"312","4609","Male","IGCSE (British)","3: Somewhat true","4","4","5: Very true","3: Somewhat true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","4"
"313","4607","Female","IGCSE (British)","4","5: Very true","5: Very true","5: Very true","5: Very true","4","4","3: Somewhat true","3: Somewhat true","4","3: Somewhat true","1: Not at all true","4","1: Not at all true","4"
"314","4578","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","3: Somewhat true","2","3: Somewhat true"
"315","4588","Male","IGCSE (British)","4","4","4","4","4","2","4","1: Not at all true","1: Not at all true","3: Somewhat true","2","2","3: Somewhat true","1: Not at all true","4"
"316","4617","Female","IGCSE (British)","3: Somewhat true","4","5: Very true","4","4","2","3: Somewhat true","2","2","1: Not at all true","2","2","4","2","2"
"317","4613","Female","IGCSE (British)","1: Not at all true","3: Somewhat true","2","5: Very true","3: Somewhat true","5: Very true","2","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true","3: Somewhat true","5: Very true","5: Very true","1: Not at all true"
"318","4583","Female","IGCSE (British)","3: Somewhat true","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","2","1: Not at all true","3: Somewhat true","1: Not at all true","2"
"319","4585","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","2","2","1: Not at all true","1: Not at all true","3: Somewhat true","2","2","1: Not at all true","5: Very true"
"320","4616","Male","IGCSE (British)","4","4","4","4","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","4","1: Not at all true","5: Very true","1: Not at all true","3: Somewhat true"
"321","4595","Male","IGCSE (British)","4","3: Somewhat true","4","4","4","4","2","2","2","3: Somewhat true","3: Somewhat true","4","4","5: Very true","4"
"322","4619","Male","IGCSE (British)","5: Very true","5: Very true","4","5: Very true","5: Very true","1: Not at all true","2","2","1: Not at all true","1: Not at all true","3: Somewhat true","1: Not at all true","4","1: Not at all true","4"
"323","4579","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","2","5: Very true","2","4"
"324","4620","Female","Other?","4","4","3: Somewhat true","5: Very true","5: Very true","2","3: Somewhat true","3: Somewhat true","1: Not at all true","2","5: Very true","5: Very true","5: Very true","2","3: Somewhat true"
"325","4592","Male","Other?","4","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","2","3: Somewhat true","2","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true"
"326","4598","Female","IGCSE (British)","3: Somewhat true","4","4","5: Very true","5: Very true","3: Somewhat true","2","3: Somewhat true","2","2","5: Very true","3: Somewhat true","5: Very true","4","4"
"327","4663","Female","IGCSE (British)","5: Very true","3: Somewhat true","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true","2","1: Not at all true","1: Not at all true","1: Not at all true","3: Somewhat true","2","3: Somewhat true","2","3: Somewhat true"
"328","4670","Female","IGCSE (British)","4","2","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","4","2","2","4","2","5: Very true","4","3: Somewhat true"
"329","4652","Male","IGCSE (British)","5: Very true","5: Very true","4","5: Very true","5: Very true","2","2","1: Not at all true","1: Not at all true","1: Not at all true","2","1: Not at all true","3: Somewhat true","2","4"
"330","4419","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true","1: Not at all true","5: Very true","5: Very true","5: Very true"
"331","4653","Male","IGCSE (British)","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","3: Somewhat true","5: Very true","1: Not at all true","5: Very true","3: Somewhat true","5: Very true"
"332","4669","Male","IGCSE (British)","5: Very true","4","4","5: Very true","5: Very true","3: Somewhat true","2","2","1: Not at all true","1: Not at all true","3: Somewhat true","2","3: Somewhat true","4","4"
"333","4389","Female","IGCSE (British)","3: Somewhat true","3: Somewhat true","4","4","5: Very true","4","5: Very true","5: Very true","3: Somewhat true","3: Somewhat true","1: Not at all true","1: Not at all true","4","2","3: Somewhat true"
"334","4667","Female","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","3: Somewhat true","2","2","1: Not at all true","2","3: Somewhat true","2","2","2","5: Very true"
"335","4541","Male","IGCSE (British)","3: Somewhat true","5: Very true","3: Somewhat true","5: Very true","5: Very true","1: Not at all true","3: Somewhat true","1: Not at all true","3: Somewhat true","2","3: Somewhat true","1: Not at all true","5: Very true","2","3: Somewhat true"
"336","4686","Male","IGCSE (British)","5: Very true","5: Very true","5: Very true","5: Very true","5: Very true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","1: Not at all true","5: Very true"
