"ID","Gender","Certificate","Age","Age_squared","Age-cubed","PostScore","PreScore","SS_ACC","FM_ACC","CB_ACC (2)","SE_P","PAV","PAp","MG_P","SE_S","TV","MG_S","FM_EFF_Z","SS_EFF_Z","CB_EFF_Z","Avg_EF","Avg-SALES","Avg_PG","Avg_RTc","Avg_EFF","Avg_ACC","FM_RTc_mean","CB_RTc_mean"
4478,"Female","IGCSE (British)",12.79,163.58409999999998,2092.2406389999996,5.5,7.0,4.63,97.66,59.38,0.79,0.83,0.39,0.59,0.14,0.39,0.11,-0.86,-1.96,-0.41,-1.08,0.21,0.61,0.4,162.51,0.05,1.84,9.24
4499,"Female","IGCSE (British)",12.91,166.6681,2151.685171,8.0,7.0,99.07,92.19,63.33,-0.23,-0.22,-0.05,0.13,-0.87,-1.03,-1.06,-0.98,-1.27,0.2,-0.69,-0.99,-0.13,2.42,53.79,0.99,1.84,8.13
4568,"Male","IGCSE (British)",12.43,154.5049,1920.4959069999998,8.5,7.0,93.52,96.88,65.63,0.17,-0.66,-1.03,0.01,0.6,0.17,0.11,-0.86,0.19,-0.88,-0.52,0.29,-0.84,0.91,120.38,0.94,1.83,12.21
4617,"Female","IGCSE (British)",13.16,173.1856,2279.122496,6.0,4.0,80.56,96.88,53.13,-1.12,-0.4,-0.2,-0.5,-0.6,-0.54,-0.64,0.21,0.57,-1.77,-0.33,-0.59,-0.3,0.67,182.33,0.81,1.27,15.79
4826,"Male","IB",12.69,161.03609999999998,2043.5481089999996,13.0,7.0,92.59,97.66,62.5,0.57,-0.48,-0.65,0.78,0.81,1.36,1.29,0.46,-0.19,-0.86,-0.2,1.15,-0.56,1.06,94.63,0.93,1.19,11.56
4870,"Male","IB",12.94,167.44359999999998,2166.720184,13.0,7.0,87.04,97.66,46.67,-0.32,0.37,0.82,-0.39,-0.55,-1.45,-1.35,-0.27,1.02,-0.73,0.0,-1.12,0.6,0.63,168.46,0.87,1.48,8.19
4244,"Male","IGCSE (British)",12.96,167.96160000000003,2176.7823360000007,6.5,5.0,95.37,75.78,48.28,-0.3,0.76,0.12,-0.46,-0.72,-0.18,-0.54,-0.6,-0.89,-0.58,-0.69,-0.48,0.44,1.67,63.7,0.95,1.29,7.99
4257,"Female","IGCSE (British)",12.49,156.0001,1948.441249,12.0,7.0,90.74,94.53,67.74,0.46,0.33,0.8,0.28,0.88,-0.69,-0.4,-0.08,1.34,-0.08,0.39,-0.07,0.56,0.6,168.4,0.91,1.35,9.46
4289,"Female","IGCSE (British)",12.97,168.22090000000003,2181.8250730000004,8.5,4.0,43.52,92.97,66.67,-0.55,0.6,0.99,-0.18,-0.32,-0.45,-1.05,-1.34,-1.95,0.04,-1.08,-0.61,0.79,3.69,168.73,0.44,2.19,8.95
4293,"Male","American Diploma",13.12,172.13439999999997,2258.4033279999994,7.0,6.0,85.12,85.43,15.0,-0.01,0.52,0.97,0.01,-0.48,-0.38,-0.48,-0.59,0.44,-2.4,-0.85,-0.45,0.74,0.75,170.93,0.85,1.45,7.68
4293,"Male","American Diploma",13.12,172.13439999999997,2258.4033279999994,7.0,6.0,85.12,85.43,15.0,-0.01,0.52,0.97,0.01,-0.48,-0.38,-0.48,-0.59,0.44,-2.4,-0.85,-0.45,0.74,0.75,170.93,0.85,1.45,7.68
4293,"Male","American Diploma",13.12,172.13439999999997,2258.4033279999994,7.0,6.0,85.12,85.43,39.13,-0.01,0.52,0.97,0.01,-0.48,-0.38,-0.48,-0.59,0.44,-1.0,-0.38,-0.45,0.74,0.75,170.93,0.85,1.45,7.68
4293,"Male","American Diploma",13.12,172.13439999999997,2258.4033279999994,7.0,6.0,85.12,85.43,39.13,-0.01,0.52,0.97,0.01,-0.48,-0.38,-0.48,-0.59,0.44,-1.0,-0.38,-0.45,0.74,0.75,170.93,0.85,1.45,7.68
4372,"Male","National",14.77,218.1529,3222.118333,11.0,7.0,75.0,93.75,65.63,0.42,0.19,0.4,0.12,-0.46,-0.34,-0.79,-0.05,0.97,-0.51,0.13,-0.53,0.29,0.55,200.88,0.75,1.33,10.6
4492,"Female","IGCSE (British)",12.82,164.35240000000002,2106.997768,3.0,4.0,73.15,95.31,44.44,1.21,0.48,-0.07,1.02,0.27,0.37,-0.03,-1.2,0.79,-0.57,-0.33,0.2,0.21,0.57,206.47,0.73,2.1,7.34
4549,"Female","IGCSE (British)",12.5,156.25,1953.125,10.0,5.0,81.48,95.31,65.63,-0.14,-0.03,0.35,-0.24,-0.34,-0.86,-0.78,-1.65,-0.18,-0.87,-0.9,-0.66,0.16,0.93,138.84,0.81,2.7,12.16
4727,"Female","IB",13.82,190.9924,2639.514968,12.0,4.0,84.26,89.84,55.17,0.04,0.72,0.94,0.41,0.9,1.15,1.23,-0.51,-0.63,0.49,-0.22,1.1,0.83,1.23,127.66,0.84,1.48,6.53
4750,"Male","National",11.99,143.7601,1723.683599,1.0,7.0,88.89,98.44,66.67,-0.44,0.22,0.33,-1.77,-0.25,-2.35,-1.43,-1.14,-1.65,0.59,-0.73,-1.34,0.27,3.57,117.78,0.89,2.11,7.68
4782,"Female","IB",14.52,210.8304,3061.257408,11.0,7.0,91.67,96.88,71.88,0.0,-0.22,0.24,-0.33,-0.59,-0.41,-0.7,0.98,0.94,1.35,1.09,-0.56,0.01,0.68,168.04,0.92,1.03,6.91
4801,"Female","IB",14.95,223.50249999999997,3341.3623749999992,5.5,7.0,90.74,97.66,62.07,-0.27,-0.47,-0.74,0.5,0.28,0.6,0.59,-1.04,-0.61,0.54,-0.37,0.49,-0.6,1.31,101.38,0.91,1.99,7.24
4848,"Female","IB",13.29,176.62409999999997,2347.3342889999994,15.0,7.0,91.67,98.44,62.5,0.99,1.06,0.98,0.43,1.03,-0.15,0.24,0.85,0.31,-0.45,0.24,0.37,1.02,0.85,132.98,0.92,1.08,9.86
4860,"Male","IB",13.27,176.0929,2336.752783,5.5,4.0,90.74,88.28,53.33,-0.11,0.03,0.11,-0.02,-0.17,-0.88,-0.69,-2.15,-0.7,-0.2,-1.02,-0.58,0.07,1.4,85.2,0.91,3.62,7.73
4871,"Female","IB",12.24,149.8176,1833.7674240000001,9.5,4.0,79.63,94.53,52.63,-0.05,1.3,1.63,0.07,0.02,-0.72,-0.36,-0.68,-1.15,-0.67,-0.84,-0.36,1.46,1.73,176.58,0.8,1.66,9.03
4322,"Female","IGCSE (British)",12.04,144.96159999999998,1745.3376639999997,14.0,4.0,81.48,96.09,71.88,-0.57,0.31,-0.13,-0.26,-0.13,0.99,0.39,0.57,0.55,0.89,0.67,0.42,0.09,0.69,184.0,0.81,1.14,7.68
4400,"Female","IGCSE (British)",12.93,167.1849,2161.700757,5.5,4.0,64.81,96.88,57.69,-0.3,-0.09,-0.56,-0.3,-0.53,-0.26,-0.4,-0.98,-0.83,0.28,-0.51,-0.4,-0.33,1.09,113.82,0.65,1.93,7.24
4454,"Female","IB",15.55,241.8025,3760.0288750000004,12.0,4.0,92.59,71.09,62.07,-0.43,-0.44,-0.44,-0.87,-0.28,-1.14,-0.39,-0.58,-1.0,0.76,-0.27,-0.6,-0.44,1.77,118.28,0.93,1.2,6.85
4488,"Male","IGCSE (British)",13.03,169.78089999999997,2212.2451269999997,5.0,6.0,90.74,94.53,62.5,1.02,1.11,1.13,0.53,0.51,0.09,0.22,-1.58,-0.2,-0.57,-0.78,0.27,1.12,1.05,162.0,0.91,2.55,10.29
4498,"Female","IGCSE (British)",13.0,169.0,2197.0,7.0,6.0,72.22,96.09,65.52,0.66,0.32,-0.17,0.31,-0.13,-0.25,0.09,-0.01,1.22,-2.23,-0.34,-0.1,0.08,0.49,221.44,0.72,1.34,28.09
4656,"Female","IGCSE (British)",13.47,181.44090000000003,2444.0089230000003,6.5,5.0,86.11,95.31,59.38,-0.51,-0.89,-0.38,0.05,-0.95,-0.65,-0.19,-0.33,-0.23,0.4,-0.05,-0.6,-0.64,1.01,138.41,0.86,1.47,7.2
4716,"Female","American Diploma",14.78,218.4484,3228.667352,9.0,4.0,81.48,96.88,62.5,0.24,0.55,0.72,0.71,0.12,0.18,0.32,-0.67,-0.25,-0.01,-0.31,0.21,0.63,0.97,161.93,0.81,1.7,8.53
4737,"Male","American Diploma",12.45,155.00249999999997,1929.7811249999995,6.0,4.0,77.78,75.78,58.06,-0.57,-0.03,0.1,-0.46,-0.48,-0.86,-1.28,1.67,1.08,-0.97,0.59,-0.88,0.03,0.55,202.42,0.78,0.7,11.24
4343,"Female","IGCSE (British)",13.97,195.16090000000003,2726.3977730000006,8.0,4.0,79.63,96.88,71.88,0.96,-0.4,-0.95,0.39,0.89,1.37,1.33,0.14,0.14,-0.2,0.03,1.2,-0.67,0.79,139.78,0.8,1.29,10.42
4419,"Male","IGCSE (British)",13.13,172.39690000000002,2263.5712970000004,9.0,4.0,93.52,94.14,68.75,0.68,0.26,-0.73,0.79,0.93,0.33,0.9,-0.52,-0.47,0.7,-0.1,0.72,-0.24,1.25,110.69,0.94,1.56,7.71
4419,"Male","IGCSE (British)",13.13,172.39690000000002,2263.5712970000004,9.0,4.0,93.52,94.14,68.75,0.68,0.26,-0.73,0.79,0.93,0.33,0.9,-0.52,-0.47,0.7,-0.1,0.72,-0.24,1.25,110.69,0.94,1.56,7.71
4419,"Male","IGCSE (British)",13.13,172.39690000000002,2263.5712970000004,9.0,4.0,93.52,94.14,62.07,0.68,0.26,-0.73,0.79,0.93,0.33,0.9,-0.52,-0.47,0.31,-0.22,0.72,-0.24,1.25,110.69,0.94,1.56,7.71
4419,"Male","IGCSE (British)",13.13,172.39690000000002,2263.5712970000004,9.0,4.0,93.52,94.14,62.07,0.68,0.26,-0.73,0.79,0.93,0.33,0.9,-0.52,-0.47,0.31,-0.22,0.72,-0.24,1.25,110.69,0.94,1.56,7.71
4509,"Male","IGCSE (British)",12.26,150.3076,1842.771176,8.0,3.0,87.04,92.97,53.13,0.25,-0.44,-0.63,0.43,-0.49,0.22,-0.18,0.18,0.15,-0.64,-0.1,-0.15,-0.54,0.86,166.23,0.87,1.23,8.98
4559,"Male","IGCSE (British)",12.42,154.25639999999999,1915.8644879999997,15.0,4.0,87.04,88.28,64.52,0.61,-0.7,-1.06,-0.02,0.71,0.11,0.12,0.81,0.75,-0.64,0.31,0.31,-0.88,0.68,156.92,0.87,0.98,10.93
4775,"Female","IB",13.92,193.7664,2697.2282880000002,8.0,4.0,88.89,96.88,58.33,0.18,-0.71,-0.68,0.66,0.41,1.08,0.66,-0.77,1.04,0.76,0.35,0.72,-0.69,0.64,167.45,0.89,1.76,6.43
4799,"Male","IB",15.04,226.20159999999998,3402.0720639999995,8.0,4.0,76.85,96.09,47.37,-1.3,-0.02,0.48,-1.17,-0.35,-0.23,-0.32,-0.39,-0.91,-0.76,-0.68,-0.3,0.23,1.36,103.13,0.77,1.51,8.42
4825,"Male","IB",12.81,164.0961,2102.071041,3.0,4.0,99.07,96.88,70.97,-0.06,-0.17,-0.85,0.56,-0.34,-0.32,-0.77,-0.89,-0.82,0.13,-0.53,-0.48,-0.51,1.65,68.2,0.99,1.85,9.29
4408,"Female","IGCSE (British)",13.06,170.5636,2227.560616,12.0,3.0,92.59,96.09,59.38,-0.23,-0.95,-0.72,-0.53,-0.6,-1.09,-0.82,-0.87,0.25,-0.53,-0.38,-0.84,-0.84,0.88,112.16,0.93,1.82,9.65
4697,"Female","American Diploma",12.8,163.84000000000003,2097.1520000000005,12.0,5.0,89.81,74.22,59.38,-0.67,-0.25,-0.39,-0.92,-0.54,-0.82,-0.3,1.0,-1.05,-0.55,-0.2,-0.56,-0.32,1.79,150.27,0.9,0.79,9.73
4805,"Male","IB",14.99,224.70010000000002,3368.2544990000006,5.5,5.0,80.56,96.09,67.74,-1.61,-0.74,-1.05,-1.06,-0.99,-0.36,-0.84,1.74,2.06,1.9,1.9,-0.73,-0.9,0.44,255.7,0.81,0.87,5.83
4833,"Male","IB",14.1,198.81,2803.221,4.0,5.0,80.56,75.0,64.52,-0.83,0.19,-0.14,-0.29,-0.34,-0.78,-0.42,2.21,1.47,0.81,1.5,-0.51,0.02,0.51,235.59,0.81,0.62,7.03
4235,"Male","IB",12.9,166.41,2146.689,9.5,5.0,93.52,98.44,65.38,0.34,0.55,0.72,0.35,-0.0,0.52,-0.14,0.14,-1.54,0.72,-0.22,0.13,0.64,3.18,90.39,0.94,1.31,7.28
4299,"Male","IGCSE (British)",12.17,148.1089,1802.4853130000001,7.0,2.0,93.52,96.88,60.0,0.37,0.78,1.1,-0.16,0.62,0.43,0.43,-1.29,-0.47,-1.03,-0.93,0.49,0.94,1.25,86.71,0.94,2.23,11.95
4302,"Female","IGCSE (British)",11.95,142.80249999999998,1706.4898749999998,12.0,2.0,97.22,99.22,56.67,-0.44,0.29,0.39,-0.07,0.03,0.13,0.2,-2.42,-1.04,-1.86,-1.77,0.12,0.34,1.91,69.4,0.97,5.37,17.96
4490,"Male","IGCSE (British)",12.59,158.50809999999998,1995.6169789999997,1.0,2.0,76.85,69.53,67.74,0.79,0.4,-0.18,-0.21,-0.73,-0.6,-0.79,0.76,0.35,-0.37,0.25,-0.7,0.11,0.7,189.3,0.77,0.78,10.4
4616,"Male","IGCSE (British)",13.57,184.1449,2498.846293,7.0,3.0,88.89,93.75,56.25,-0.32,-0.4,-0.94,-0.23,0.02,-0.48,-0.85,0.9,0.65,-0.28,0.42,-0.44,-0.67,0.72,131.35,0.89,1.02,8.38
4753,"Male","National",10.68,114.0624,1218.186432,10.0,3.0,90.74,91.41,61.54,0.33,1.67,1.77,0.76,-0.14,0.51,-0.12,0.17,2.25,1.32,1.25,0.09,1.72,0.47,215.65,0.91,1.21,5.97
4753,"Male","National",10.68,114.0624,1218.186432,10.0,3.0,90.74,91.41,61.54,0.33,1.67,1.77,0.76,-0.14,0.51,-0.12,0.17,2.25,1.32,1.25,0.09,1.72,0.47,215.65,0.91,1.21,5.97
4765,"Female","IB",14.26,203.3476,2899.7367759999997,12.0,5.0,79.63,92.97,75.0,1.24,1.72,1.77,1.1,1.04,0.54,1.01,1.14,1.41,0.33,0.96,0.86,1.75,0.51,212.31,0.8,0.96,9.26
4773,"Male","IB",13.48,181.71040000000002,2449.4561920000006,7.0,2.0,87.96,92.19,64.29,0.59,0.85,1.32,0.85,0.72,0.98,1.1,-0.87,0.33,0.46,-0.03,0.93,1.09,0.81,143.57,0.88,1.75,7.66
4850,"Male","IB",14.05,197.40250000000003,2773.5051250000006,7.0,2.0,93.52,87.5,71.88,-1.19,-0.19,-0.32,-1.0,-0.89,-1.3,-1.26,1.58,-1.39,0.9,0.36,-1.15,-0.26,2.62,90.41,0.94,0.82,7.67
4224,"Female","IB",12.58,158.2564,1990.865512,9.0,2.0,76.85,96.88,55.56,0.67,0.05,0.49,0.43,0.45,0.7,0.36,-0.91,-1.68,-0.04,-0.88,0.5,0.27,3.29,132.66,0.77,1.87,7.66
4513,"Female","IGCSE (British)",13.44,180.63359999999997,2427.7155839999996,0.0,1.0,89.81,92.19,45.0,0.11,-0.26,-0.27,0.64,-0.08,0.51,0.71,-2.45,-1.17,-0.9,-1.51,0.38,-0.27,2.0,144.12,0.9,5.22,8.46
4240,"Male","IGCSE (British)",14.29,204.20409999999998,2918.076589,6.0,2.0,91.67,94.53,62.07,-1.32,0.66,0.57,-1.71,-1.19,-2.08,-1.76,0.45,0.06,0.19,0.23,-1.67,0.62,0.94,103.39,0.92,1.16,7.98
4686,"Male","IGCSE (British)",13.17,173.4489,2284.322013,8.5,4.0,90.74,98.29,71.43,1.12,-1.56,-1.4,0.97,0.82,0.94,1.11,-0.61,0.61,0.02,0.01,0.96,-1.48,0.75,127.21,0.91,1.68,9.65
4693,"Female","American Diploma",10.62,112.78439999999998,1197.7703279999996,3.0,2.0,94.44,99.22,71.88,0.11,-0.47,-0.36,-0.07,0.53,-0.39,-0.29,-1.15,0.09,0.76,-0.1,-0.05,-0.42,0.96,107.49,0.94,2.14,7.94
4819,"Male","IB",13.14,172.6596,2268.7471440000004,5.0,4.0,16.83,73.44,8.33,0.6,0.82,0.66,0.55,0.04,0.29,0.57,-0.25,-1.51,-2.46,-1.41,0.3,0.74,0.55,237.86,0.17,1.1,4.62
4421,"Male","IB",12.83,164.6089,2111.932187,7.0,1.0,95.37,99.22,38.1,-0.2,-0.92,-0.6,0.32,0.04,0.0,-0.23,-0.98,-1.54,-0.52,-1.01,-0.06,-0.76,3.23,71.17,0.95,1.97,6.17
