"","ID","Gender","Q01","Q02","Q03","Q04","Q05","Q06","Q07","Q08","Q09","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","score","Q01_imp","Q02_imp","Q03_imp","Q04_imp","Q05_imp","Q06_imp","Q07_imp","Q08_imp","Q09_imp","Q10_imp","Q11_imp","Q12_imp","Q13_imp","Q14_imp","Q15_imp","Q16_imp","Q17_imp","Q18_imp","Q19_imp"
"461","4801","Female",5,5,5,5,5,2,1,1,1,1,4,1,4,1,3,2,4,5,4,520,5,5,5,5,5,2,1,1,1,1,4,1,4,1,3,2,4,5,4
"462","4836","Male",5,4,3,5,5,2,2,2,2,2,4,2,1,2,5,5,4,5,4,526,5,4,3,5,5,2,2,2,2,2,4,2,1,2,5,5,4,5,4
"463","4832","Female",5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,4,3,4,4,549,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,4,3,4,4
"464","4838","Male",3,2,4,4,4,2,1,2,2,2,5,1,2,2,3,2,3,3,3,514,3,2,4,4,4,2,1,2,2,2,5,1,2,2,3,2,3,3,3
"465","4833","Male",3,5,3,5,5,3,3,3,1,1,5,1,5,3,3,3,3,3,3,526,3,5,3,5,5,3,3,3,1,1,5,1,5,3,3,3,3,3,3
"466","4828","Male",3,3,3,4,5,3,3,1,1,1,3,1,2,3,3,3,3,3,3,517,3,3,3,4,5,3,3,1,1,1,3,1,2,3,3,3,3,3,3
"467","4831","Female",5,4,4,5,5,2,1,1,1,1,1,1,1,1,5,4,5,5,5,524,5,4,4,5,5,2,1,1,1,1,1,1,1,1,5,4,5,5,5
"468","4834","Male",4,5,3,4,4,3,2,3,3,3,3,1,4,3,3,3,4,5,5,533,4,5,3,4,4,3,2,3,3,3,3,1,4,3,3,3,4,5,5
"469","4835","Female",3,3,2,4,4,2,2,2,2,1,2,1,2,1,3,3,4,4,4,518,3,3,2,4,4,2,2,2,2,1,2,1,2,1,3,3,4,4,4
"470","4826","Male",5,5,5,5,5,1,3,1,1,1,3,1,5,1,4,4,5,5,5,535,5,5,5,5,5,1,3,1,1,1,3,1,5,1,4,4,5,5,5
"471","4827","Male",3,2,2,5,4,3,2,2,2,3,4,3,4,2,2,2,4,3,3,526,3,2,2,5,4,3,2,2,2,3,4,3,4,2,2,2,4,3,3
"472","4829","Female",3,5,4,5,5,1,1,1,1,1,1,1,1,1,4,3,5,5,4,524,3,5,4,5,5,1,1,1,1,1,1,1,1,1,4,3,5,5,4
"473","4837","Male",3,3,3,4,3,2,1,3,4,4,3,1,4,3,4,3,5,5,5,536,3,3,3,4,3,2,1,3,4,4,3,1,4,3,4,3,5,5,5
"474","4830","Male",2,2,2,1,1,2,3,3,4,4,1,2,2,2,2,2,2,2,3,516,2,2,2,1,1,2,3,3,4,4,1,2,2,2,2,2,2,2,3
"475","4846","Male",4,3,4,5,5,1,1,1,1,1,4,1,3,2,5,5,5,5,5,536,4,3,4,5,5,1,1,1,1,1,4,1,3,2,5,5,5,5,5
"476","4847","Male",3,4,5,4,5,5,5,3,5,5,5,5,5,3,5,4,5,5,5,562,3,4,5,4,5,5,5,3,5,5,5,5,5,3,5,4,5,5,5
"477","4855","Male",3,5,1,5,4,1,4,3,1,1,1,1,1,1,4,3,4,5,3,528,3,5,1,5,4,1,4,3,1,1,1,1,1,1,4,3,4,5,3
"478","4850","Male",2,3,2,4,5,2,1,2,2,1,3,2,4,3,2,2,3,3,3,527,2,3,2,4,5,2,1,2,2,1,3,2,4,3,2,2,3,3,3
"479","4581","Male",5,4,3,2,2,1,1,1,1,1,1,1,1,1,3,4,4,5,4,524,5,4,3,2,2,1,1,1,1,1,1,1,1,1,3,4,4,5,4
"480","4849","Male",3,5,3,5,5,3,4,2,1,1,3,3,4,3,3,2,5,5,5,545,3,5,3,5,5,3,4,2,1,1,3,3,4,3,3,2,5,5,5
"481","4845","Female",4,4,4,4,5,3,2,2,3,3,5,2,5,5,4,4,3,5,5,553,4,4,4,4,5,3,2,2,3,3,5,2,5,5,4,4,3,5,5
"482","4848","Female",4,5,4,5,5,4,4,4,4,5,5,3,5,5,5,5,5,5,5,569,4,5,4,5,5,4,4,4,4,5,5,3,5,5,5,5,5,5,5
"483","4839","Female",2,1,3,4,2,3,4,2,1,3,5,3,4,5,2,3,4,3,2,539,2,1,3,4,2,3,4,2,1,3,5,3,4,5,2,3,4,3,2
"484","4857","Female",5,4,5,5,5,3,5,3,3,3,4,3,4,1,4,4,5,5,4,559,5,4,5,5,5,3,5,3,3,3,4,3,4,1,4,4,5,5,4
"485","4856","Male",2,3,4,3,2,3,3,2,1,1,3,2,2,4,3,2,4,3,3,535,2,3,4,3,2,3,3,2,1,1,3,2,2,4,3,2,4,3,3
"486","4842","Male",5,3,5,5,5,1,1,1,1,4,3,3,5,1,5,3,4,5,4,550,5,3,5,5,5,1,1,1,1,4,3,3,5,1,5,3,4,5,4
"487","4852","Female",3,5,4,3,1,1,1,1,1,1,3,1,5,4,2,3,3,2,3,534,3,5,4,3,1,1,1,1,1,1,3,1,5,4,2,3,3,2,3
"488","4752","Male",5,5,5,5,3,5,3,5,3,3,5,3,5,3,3,3,2,3,3,560,5,5,5,5,3,5,3,5,3,3,5,3,5,3,3,3,2,3,3
"489","4859","Male",3,2,1,5,2,1,1,1,1,1,5,1,1,1,5,5,5,5,5,540,3,2,1,5,2,1,1,1,1,1,5,1,1,1,5,5,5,5,5
"490","4871","Female",4,5,3,5,5,5,5,5,5,5,5,5,5,4,4,2,4,5,5,576,4,5,3,5,5,5,5,5,5,5,5,5,5,4,4,2,4,5,5
"491","4873","Male",5,5,3,3,5,1,1,1,1,1,1,1,2,3,3,1,3,5,2,538,5,5,3,3,5,1,1,1,1,1,1,1,2,3,3,1,3,5,2
"492","4858","Male",5,3,3,5,5,4,5,1,3,1,5,3,5,4,3,4,5,NA,5,561,5,3,3,5,5,4,5,1,3,1,5,3,5,4,3,4,5,4,5
"493","4874","Male",4,5,5,3,3,3,2,3,2,3,4,1,4,2,4,4,4,4,3,556,4,5,5,3,3,3,2,3,2,3,4,1,4,2,4,4,4,4,3
"494","4863","Female",4,5,5,4,4,1,1,1,1,1,1,1,1,1,4,3,4,5,5,546,4,5,5,4,4,1,1,1,1,1,1,1,1,1,4,3,4,5,5
"495","4864","Female",3,5,5,5,5,1,1,1,1,1,1,1,1,1,3,3,5,5,5,548,3,5,5,5,5,1,1,1,1,1,1,1,1,1,3,3,5,5,5
"496","4860","Male",4,5,4,4,5,3,3,3,2,2,3,2,4,4,4,3,5,4,4,564,4,5,4,4,5,3,3,3,2,2,3,2,4,4,4,3,5,4,4
"497","4866","Male",3,4,4,5,5,3,1,2,1,1,3,1,1,2,3,4,4,3,4,551,3,4,4,5,5,3,1,2,1,1,3,1,1,2,3,4,4,3,4
"498","4869","Male",5,3,5,5,4,2,1,1,2,3,3,1,1,3,4,4,5,5,5,560,5,3,5,5,4,2,1,1,2,3,3,1,1,3,4,4,5,5,5
"499","4862","Female",3,3,5,5,4,1,1,1,1,1,1,1,2,1,4,5,5,5,5,553,3,3,5,5,4,1,1,1,1,1,1,1,2,1,4,5,5,5,5
"500","4870","Male",4,4,3,5,3,5,4,3,4,4,5,2,1,5,3,4,5,4,3,571,4,4,3,5,3,5,4,3,4,4,5,2,1,5,3,4,5,4,3
"501","4868","Female",5,5,5,5,5,1,1,1,1,1,3,1,2,1,4,3,4,4,5,558,5,5,5,5,5,1,1,1,1,1,3,1,2,1,4,3,4,4,5
"502","4861","Female",4,5,4,5,5,2,2,2,2,2,4,3,4,4,3,3,4,3,3,566,4,5,4,5,5,2,2,2,2,2,4,3,4,4,3,3,4,3,3
"503","4892","Male",3,5,3,5,5,1,1,1,1,5,3,1,4,1,3,2,4,5,5,561,3,5,3,5,5,1,1,1,1,5,3,1,4,1,3,2,4,5,5
"504","48982","Male",5,3,4,3,5,4,2,1,1,3,4,2,3,1,3,4,5,4,4,565,5,3,4,3,5,4,2,1,1,3,4,2,3,1,3,4,5,4,4
"505","48994","Female",3,4,5,5,5,2,2,1,1,1,2,1,2,1,4,4,4,4,5,561,3,4,5,5,5,2,2,1,1,1,2,1,2,1,4,4,4,4,5
"506","48981","Female",3,3,1,5,3,3,1,3,3,1,5,3,1,1,1,1,3,5,5,557,3,3,1,5,3,3,1,3,3,1,5,3,1,1,1,1,3,5,5
"507","4879F","Female",5,5,3,5,5,3,1,1,2,1,3,4,5,5,2,3,5,5,5,575,5,5,3,5,5,3,1,1,2,1,3,4,5,5,2,3,5,5,5
"508","4883","Female",3,4,2,5,4,3,1,1,1,3,3,2,4,2,3,3,4,4,4,564,3,4,2,5,4,3,1,1,1,3,3,2,4,2,3,3,4,4,4
"509","4919","Female",3,3,2,4,3,4,2,4,3,3,4,4,5,5,3,3,3,4,4,575,3,3,2,4,3,4,2,4,3,3,4,4,5,5,3,3,3,4,4
"510","4879","Male",5,5,5,5,5,1,1,3,3,3,5,5,5,5,5,5,5,5,5,591,5,5,5,5,5,1,1,3,3,3,5,5,5,5,5,5,5,5,5
"511","4913","Male",4,5,4,3,4,1,1,2,1,5,3,2,4,3,4,3,5,5,3,573,4,5,4,3,4,1,1,2,1,5,3,2,4,3,4,3,5,5,3
"512","4897","Male",5,5,5,3,3,1,1,1,1,1,1,1,1,2,3,3,3,4,5,561,5,5,5,3,3,1,1,1,1,1,1,1,1,2,3,3,3,4,5
"513","4911","Female",3,5,3,5,5,1,1,1,1,1,2,1,1,1,3,4,4,5,5,565,3,5,3,5,5,1,1,1,1,1,2,1,1,1,3,4,4,5,5
"514","4904","Male",5,5,4,5,4,1,1,1,1,2,3,1,3,1,4,4,5,5,5,574,5,5,4,5,4,1,1,1,1,2,3,1,3,1,4,4,5,5,5
"515","4895","Male",4,3,5,5,3,3,1,1,1,4,5,2,1,4,4,5,4,3,2,575,4,3,5,5,3,3,1,1,1,4,5,2,1,4,4,5,4,3,2
"516","4910","Female",4,5,3,5,4,1,1,1,1,1,2,1,3,2,3,2,3,3,3,564,4,5,3,5,4,1,1,1,1,1,2,1,3,2,3,2,3,3,3
"517","4901","Female",4,3,2,4,4,2,2,2,1,2,4,2,2,2,3,3,4,4,3,570,4,3,2,4,4,2,2,2,1,2,4,2,2,2,3,3,4,4,3
"518","4884","Female",5,5,5,5,5,5,3,5,5,3,5,3,3,5,3,3,3,3,3,595,5,5,5,5,5,5,3,5,5,3,5,3,3,5,3,3,3,3,3
"519","4898","Female",3,4,2,5,5,2,2,3,3,3,4,4,5,5,5,5,5,5,5,594,3,4,2,5,5,2,2,3,3,3,4,4,5,5,5,5,5,5,5
"520","4917","Male",5,5,4,5,4,1,3,1,1,1,1,2,4,4,3,3,5,5,5,582,5,5,4,5,4,1,3,1,1,1,1,2,4,4,3,3,5,5,5
"521","4924","Male",4,5,2,5,2,1,1,1,2,2,4,2,5,3,3,2,3,3,3,574,4,5,2,5,2,1,1,1,2,2,4,2,5,3,3,2,3,3,3
"522","4908","Female",4,4,5,5,4,2,1,1,1,1,3,1,1,1,4,5,5,4,4,578,4,4,5,5,4,2,1,1,1,1,3,1,1,1,4,5,5,4,4
"523","4900","Male",4,3,4,5,4,4,3,2,3,4,5,3,5,3,4,3,4,5,5,596,4,3,4,5,4,4,3,2,3,4,5,3,5,3,4,3,4,5,5
"524","4922","Female",5,5,3,5,5,3,3,5,3,1,5,4,5,3,4,4,5,5,4,601,5,5,3,5,5,3,3,5,3,1,5,4,5,3,4,4,5,5,4
"525","4906","Female",5,5,4,5,5,5,4,4,4,5,5,5,5,5,4,5,5,5,5,615,5,5,4,5,5,5,4,4,4,5,5,5,5,5,4,5,5,5,5
"526","48991","Female",3,5,3,3,5,3,1,1,1,3,3,1,3,3,3,3,3,5,5,583,3,5,3,3,5,3,1,1,1,3,3,1,3,3,3,3,3,5,5
"527","4885","Female",4,5,5,5,4,3,3,4,4,5,5,1,4,3,4,5,5,5,5,606,4,5,5,5,4,3,3,4,4,5,5,1,4,3,4,5,5,5,5
"528","4914","Female",3,5,5,5,5,2,3,3,4,4,5,1,4,5,3,2,4,5,4,600,3,5,5,5,5,2,3,3,4,4,5,1,4,5,3,2,4,5,4
"529","4921","Female",4,5,5,4,3,5,4,2,3,3,4,1,5,4,4,3,3,4,5,600,4,5,5,4,3,5,4,2,3,3,4,1,5,4,4,3,3,4,5
"530","4903","Female",4,5,3,4,5,2,2,2,1,2,3,2,3,2,4,3,4,5,4,590,4,5,3,4,5,2,2,2,1,2,3,2,3,2,4,3,4,5,4
"531","4902","Female",5,3,1,5,5,3,1,1,3,3,5,1,5,5,5,5,3,3,5,598,5,3,1,5,5,3,1,1,3,3,5,1,5,5,5,5,3,3,5
"532","4909","Female",5,4,3,3,4,3,2,3,2,2,4,1,4,3,4,2,5,5,4,595,5,4,3,3,4,3,2,3,2,2,4,1,4,3,4,2,5,5,4
"533","4912","Female",4,5,3,5,5,3,4,3,3,3,4,1,4,4,3,5,5,5,5,607,4,5,3,5,5,3,4,3,3,3,4,1,4,4,3,5,5,5,5
"534","4926","Female",4,4,3,3,3,3,3,2,2,2,5,2,3,2,2,2,3,3,4,589,4,4,3,3,3,3,3,2,2,2,5,2,3,2,2,2,3,3,4
"535","4886","Female",3,5,5,5,5,2,3,2,1,1,3,1,2,2,5,5,5,5,3,598,3,5,5,5,5,2,3,2,1,1,3,1,2,2,5,5,5,5,3
"536","4907","Male",3,3,2,4,3,1,1,1,1,3,5,5,5,5,4,3,5,4,5,599,3,3,2,4,3,1,1,1,1,3,5,5,5,5,4,3,5,4,5
"537","4888","Female",1,3,5,5,5,3,5,1,5,5,5,1,5,5,5,5,5,5,5,616,1,3,5,5,5,3,5,1,5,5,5,1,5,5,5,5,5,5,5
"538","4896","Female",5,5,3,5,4,3,3,1,1,3,5,5,3,2,2,2,3,4,3,600,5,5,3,5,4,3,3,1,1,3,5,5,3,2,2,2,3,4,3
"539","4927","Female",3,3,2,5,5,1,1,2,3,2,4,1,3,3,2,3,2,3,2,589,3,3,2,5,5,1,1,2,3,2,4,1,3,3,2,3,2,3,2
"540","4878","Female",5,5,5,5,5,2,2,2,1,1,4,3,4,3,5,4,5,4,5,610,5,5,5,5,5,2,2,2,1,1,4,3,4,3,5,4,5,4,5
"541","4923","Male",5,5,5,5,3,5,5,5,5,5,4,5,5,5,5,3,5,5,5,631,5,5,5,5,3,5,5,5,5,5,4,5,5,5,5,3,5,5,5
"542","4880","Male",3,5,3,4,3,3,1,1,1,1,1,1,1,1,5,5,5,5,5,596,3,5,3,4,3,3,1,1,1,1,1,1,1,1,5,5,5,5,5
"543","4920","Female",3,5,5,5,5,3,4,4,3,5,5,5,5,5,5,5,5,5,5,630,3,5,5,5,5,3,4,4,3,5,5,5,5,5,5,5,5,5,5
"544","4887","Male",3,4,4,3,2,3,3,4,4,4,3,3,4,3,5,4,3,3,4,610,3,4,4,3,2,3,3,4,4,4,3,3,4,3,5,4,3,3,4
"545","4929","Male",3,2,4,5,3,1,1,2,4,4,3,1,5,1,5,5,4,5,5,608,3,2,4,5,3,1,1,2,4,4,3,1,5,1,5,5,4,5,5
"546","4930","Female",5,5,5,3,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,635,5,5,5,3,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5
"547","4957","Male",4,3,5,5,5,3,4,2,1,2,3,4,5,4,3,3,4,4,3,614,4,3,5,5,5,3,4,2,1,2,3,4,5,4,3,3,4,4,3
"548","4934","Male",5,5,5,5,5,3,5,3,3,3,3,1,5,5,5,5,5,5,3,627,5,5,5,5,5,3,5,3,3,3,3,1,5,5,5,5,5,5,3
"549","4954","Male",5,5,4,5,5,4,3,5,3,4,5,1,5,4,4,4,5,5,5,630,5,5,4,5,5,4,3,5,3,4,5,1,5,4,4,4,5,5,5
"550","4956","Male",4,5,5,4,4,2,2,2,2,1,3,3,1,2,4,4,3,5,3,609,4,5,5,4,4,2,2,2,2,1,3,3,1,2,4,4,3,5,3
"551","4948","Female",5,5,3,5,5,3,2,3,1,3,5,5,5,4,4,4,5,5,5,628,5,5,3,5,5,3,2,3,1,3,5,5,5,4,4,4,5,5,5
"552","4937","Male",4,5,1,5,5,2,1,3,1,1,3,2,2,3,4,3,5,5,4,611,4,5,1,5,5,2,1,3,1,1,3,2,2,3,4,3,5,5,4
"553","4950","Female",4,5,4,5,5,2,2,2,2,2,4,3,4,3,3,3,4,3,4,617,4,5,4,5,5,2,2,2,2,2,4,3,4,3,3,3,4,3,4
"554","4952","Female",5,5,5,5,5,1,1,1,1,1,3,1,3,1,3,3,5,5,5,613,5,5,5,5,5,1,1,1,1,1,3,1,3,1,3,3,5,5,5
"555","4928","Female",3,3,4,5,5,4,3,3,2,1,4,2,5,5,4,4,4,4,5,625,3,3,4,5,5,4,3,3,2,1,4,2,5,5,4,4,4,4,5
"556","4933","Female",3,5,3,5,5,3,4,1,3,3,3,1,5,3,5,3,2,3,5,621,3,5,3,5,5,3,4,1,3,3,3,1,5,3,5,3,2,3,5
"557","4943","Female",4,4,4,5,3,5,4,2,3,3,5,3,5,1,3,3,3,4,5,626,4,4,4,5,3,5,4,2,3,3,5,3,5,1,3,3,3,4,5
"558","4931","Male",4,5,5,5,5,2,3,2,2,3,5,4,5,2,5,4,5,5,5,634,4,5,5,5,5,2,3,2,2,3,5,4,5,2,5,4,5,5,5
"559","4941","Female",5,5,5,5,5,5,5,3,4,3,5,1,5,3,3,3,5,5,5,639,5,5,5,5,5,5,5,3,4,3,5,1,5,3,3,3,5,5,5
"560","4946","Female",3,5,5,5,3,1,1,3,1,1,5,3,3,1,3,5,5,5,5,623,3,5,5,5,3,1,1,3,1,1,5,3,3,1,3,5,5,5,5
"561","4947","Female",5,5,3,5,5,3,5,4,5,3,5,5,4,5,4,5,5,3,4,644,5,5,3,5,5,3,5,4,5,3,5,5,4,5,4,5,5,3,4
"562","4942","Female",4,3,4,4,5,2,1,1,1,2,3,1,2,1,3,3,5,4,4,615,4,3,4,4,5,2,1,1,1,2,3,1,2,1,3,3,5,4,4
"563","4945","Female",3,3,5,5,5,3,3,4,3,2,5,3,5,3,3,2,5,5,5,635,3,3,5,5,5,3,3,4,3,2,5,3,5,3,3,2,5,5,5
"564","4932","Male",5,5,5,5,3,1,3,1,1,3,3,1,5,3,5,3,5,5,5,631,5,5,5,5,3,1,3,1,1,3,3,1,5,3,5,3,5,5,5
"565","4935","Male",5,3,5,5,5,3,1,1,1,2,1,1,3,1,4,5,5,5,5,626,5,3,5,5,5,3,1,1,1,2,1,1,3,1,4,5,5,5,5
"566","4940","Female",5,5,5,5,5,2,3,1,1,2,3,2,2,1,4,4,5,5,5,631,5,5,5,5,5,2,3,1,1,2,3,2,2,1,4,4,5,5,5
"567","4955","Male",5,4,5,5,5,5,5,1,5,5,5,5,5,4,5,5,5,5,4,655,5,4,5,5,5,5,5,1,5,5,5,5,5,4,5,5,5,5,4
"568","4920","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568,3,5,3,5,3,3,3,3,1,3,3,3,5,3,3,5,3,5,5
"569","4936","Female",3,5,3,5,3,3,3,3,1,3,3,3,5,3,3,5,3,5,5,636,3,5,3,5,3,3,3,3,1,3,3,3,5,3,3,5,3,5,5
