,ID,Gender,Certificate ,Age,FM_Per.ACC,PostScore,PreScore,FM_EFF2,SS_ACC,CB_PerCorrect,CB_EFF,SE_P,PAV,PAp,MG_P,SE_S.x,TV.x,MG_S.x,FM_EFF_Z,SS_EFF_Z,CB_EFF_Z,Avg_EF,Avg-SALES,Avg_PG,SelfEfficacy_P,PerfAvGoals,PerfAppGoals,MasteryGoals_P,Average.of.RTc,Average.of.EFF,Average.of.ACC,Per.Correct,Eff2,FM_ACC_mean,FM_EFF_mean,FM_RTc_mean,Per.ACC,FM_EFF,CB_ACC,CB_RTc_mean,CB_PerCorrect
125,4449,Female,American Diploma,14.94,94.53,15.00,8.00,107.67,86.11,62.50,5.86,0.96,0.06,0.37,0.46,0.10,0.26,-0.67,1.61,1.72,-0.66,0.89,-0.10,0.22,0.80,0.20,0.62,0.43,0.51,211.65,0.86,86.11,168.36,0.95,129.18,0.88,94.53,107.67,0.63,10.66,62.50
132,4456,Female,American Diploma,14.58,99.22,11.00,8.00,59.85,80.56,75.00,6.71,-0.15,-0.20,-0.06,-0.17,-0.08,-0.10,0.05,-0.55,-0.27,-0.28,-0.37,-0.04,-0.13,-0.07,-0.34,-0.33,-0.03,0.96,167.70,0.81,80.56,83.53,0.99,86.73,1.66,99.22,59.85,0.75,11.18,75.00
135,4459,Female,American Diploma,15.06,98.44,16.00,10.00,71.93,98.15,68.75,4.50,0.85,-0.42,-0.96,0.04,0.94,-0.50,-0.13,-0.00,-0.64,-1.26,-0.63,0.10,-0.69,0.75,-0.53,-1.33,0.14,1.45,69.36,0.98,98.15,67.81,0.98,85.81,1.37,98.44,71.93,0.69,15.27,68.75
136,4465,Male,IGCSE (British),13.11,94.53,7.00,8.00,93.79,86.11,48.39,6.34,0.07,0.81,0.11,-0.10,-0.50,-0.69,-0.39,0.99,0.35,-0.45,0.30,-0.53,0.46,0.25,1.10,-0.03,0.07,0.78,188.26,0.86,86.11,110.02,0.95,120.60,1.01,94.53,93.79,0.48,7.63,48.39
160,4536,Male,IGCSE (British),13.20,89.06,7.00,9.00,65.18,63.64,59.26,8.28,-0.48,-1.62,-1.46,-0.50,-0.62,-1.01,-0.90,-0.31,-1.11,0.41,-0.34,-0.84,-1.54,-0.38,-1.89,-1.58,-0.41,1.34,118.60,0.64,63.64,47.57,0.89,124.59,1.37,89.06,65.18,0.59,7.16,59.26
170,4585,Male,IGCSE (British),12.15,96.88,7.50,10.00,101.88,94.44,63.33,10.84,0.83,-0.58,-0.41,0.89,1.12,1.21,1.33,1.35,0.23,1.55,1.04,1.22,-0.49,0.75,-0.97,-0.92,0.76,0.90,109.55,0.94,94.44,104.87,0.97,124.02,0.95,96.88,101.88,0.63,5.84,63.33
188,4730,Female,American Diploma,14.00,94.53,15.00,10.00,109.40,86.11,56.25,5.87,1.04,0.09,-0.02,0.65,0.21,-0.37,0.16,1.69,1.39,-0.65,0.81,-0.00,0.04,0.83,0.17,-0.21,0.62,0.56,181.26,0.86,86.11,154.34,0.95,130.42,0.86,94.53,109.40,0.56,9.58,56.25
191,4740,Male,National,11.20,91.41,14.00,10.00,65.95,80.56,58.06,8.58,-0.44,1.19,0.81,0.48,-0.81,-0.78,-0.82,-0.27,1.09,0.55,0.46,-0.80,1.00,-0.40,1.52,1.24,0.51,0.57,206.70,0.81,80.56,141.53,0.91,105.76,1.39,91.41,65.95,0.58,6.76,58.06
212,4784,Male,IB,15.02,96.88,13.50,10.00,92.66,89.81,68.75,6.17,-0.68,-0.38,-0.74,-0.53,-1.28,-1.10,-1.34,0.94,2.71,-0.52,1.04,-1.24,-0.56,-0.52,-0.57,-1.22,-0.44,0.43,253.24,0.90,89.81,210.70,0.97,109.55,1.05,96.88,92.66,0.69,11.15,68.75
223,4807,Male,IB,15.06,94.53,8.00,10.00,97.85,85.19,65.52,10.74,0.11,0.72,0.91,0.02,-0.55,0.20,-0.33,1.17,3.19,1.51,1.96,-0.23,0.82,0.25,1.19,1.66,0.19,0.37,280.64,0.85,85.19,231.16,0.95,122.55,0.97,94.53,97.85,0.66,6.10,65.52
225,4815,Male,IB,13.18,82.03,5.50,8.00,89.26,56.48,55.17,8.35,1.22,1.04,0.70,1.05,1.50,1.80,1.79,0.78,-1.54,0.44,-0.10,1.70,0.87,0.87,1.43,1.24,0.80,1.91,306.11,0.56,56.48,29.54,0.82,140.66,0.92,82.03,89.26,0.55,6.61,55.17
4,4230,Female,IB,13.32,53.13,13.00,7.00,171.58,77.67,61.54,11.89,0.39,1.26,0.76,-1.78,0.67,-0.02,0.14,4.50,-1.07,2.01,1.82,0.26,1.01,0.34,1.63,1.51,-2.29,1.57,141.13,0.78,77.67,49.59,0.53,1434.88,0.31,53.13,171.58,0.62,5.18,61.54
14,4247,Male,IGCSE (British),13.06,96.09,14.00,7.00,59.58,96.30,62.50,6.12,0.64,-0.80,-1.09,0.12,0.91,0.08,0.34,-0.56,-0.01,-0.55,-0.37,0.44,-0.95,0.67,-1.14,-1.44,0.31,1.02,99.46,0.96,96.30,94.73,0.96,77.48,1.61,96.09,59.58,0.63,10.22,62.50
29,4277,Male,IGCSE (British),13.06,96.88,12.50,9.00,68.56,90.74,71.88,1.55,-0.23,-0.64,-0.46,-0.43,-0.09,-0.86,-0.55,-0.15,0.94,-2.57,-0.60,-0.50,-0.55,-0.08,-1.05,-0.99,-0.03,0.67,160.46,0.91,90.74,135.18,0.97,87.44,1.41,96.88,68.56,0.72,46.30,71.88
121,4437,Female,IGCSE (British),13.71,97.66,12.50,7.00,35.83,89.81,78.13,6.20,-0.27,-0.47,-0.24,-0.15,0.62,0.84,0.73,-1.63,-0.52,-0.51,-0.89,0.73,-0.35,-0.15,-0.80,-0.66,-0.07,1.23,89.15,0.90,89.81,72.90,0.98,64.90,2.73,97.66,35.83,0.78,12.60,78.13
131,4455,Female,American Diploma,15.14,99.22,14.00,8.00,84.29,87.96,62.50,9.77,-0.36,-1.02,-1.19,-0.87,-0.58,-1.52,-1.56,0.56,1.46,1.08,1.03,-1.22,-1.11,-0.24,-1.36,-1.49,-0.89,0.56,179.89,0.88,87.96,157.33,0.99,108.16,1.18,99.22,84.29,0.63,6.40,62.50
139,4482,Female,IGCSE (British),12.66,56.25,3.50,7.00,95.77,85.19,53.85,7.57,1.24,1.72,1.77,1.10,0.81,0.39,0.67,1.08,-0.09,0.10,0.36,0.62,1.75,0.87,1.88,2.53,0.81,0.94,169.51,0.85,85.19,91.04,0.56,1600.68,0.59,56.25,95.77,0.54,7.12,53.85
207,4779,Male,IB,14.19,87.50,15.00,7.00,132.03,84.26,65.63,9.67,0.21,-0.40,-0.07,0.44,-0.14,0.01,0.07,2.71,2.61,1.03,2.12,-0.02,-0.24,0.26,-0.62,-0.25,0.52,0.41,247.02,0.84,84.26,206.24,0.88,163.06,0.66,87.50,132.03,0.66,6.79,65.63
241,4855,Male,IB,13.41,93.75,13.00,9.00,77.93,70.37,75.00,8.61,-0.33,-1.23,-0.49,-0.52,-1.33,-1.23,-1.26,0.27,0.46,0.56,0.43,-1.27,-0.86,-0.26,-1.72,-0.94,-0.47,0.61,177.23,0.70,70.37,114.56,0.94,94.81,1.20,93.75,77.93,0.75,8.71,75.00
243,4861,Female,IB,12.48,88.28,10.50,7.00,71.72,64.81,45.16,4.24,-0.63,0.18,-0.06,0.03,-0.83,-0.21,-0.34,-0.01,0.82,-1.38,-0.19,-0.46,0.06,-0.62,0.32,-0.31,0.15,0.50,252.25,0.65,64.81,129.83,0.88,96.19,1.23,88.28,71.72,0.45,10.65,45.16
245,4863,Female,IB,13.34,95.31,13.00,9.00,80.67,86.11,65.63,8.03,0.03,-1.60,-1.44,-0.01,0.23,-0.93,-0.73,0.39,-0.64,0.30,0.02,-0.48,-1.52,0.22,-1.87,-1.58,0.21,1.27,150.26,0.86,86.11,67.70,0.95,103.31,1.18,95.31,80.67,0.66,8.17,65.63
5,4232,Male,IB,13.48,93.75,13.00,7.00,52.73,78.70,54.84,10.02,-0.16,-0.00,0.42,-0.02,-0.35,-0.19,-0.59,-0.87,-0.60,1.19,-0.09,-0.38,0.21,-0.04,0.02,0.60,0.16,1.13,151.56,0.79,78.70,69.68,0.94,86.52,1.78,93.75,52.73,0.55,5.47,54.84
19,4259,Female,IGCSE (British),12.59,98.44,12.00,7.00,53.88,78.70,43.48,3.62,0.86,0.41,0.63,0.92,0.66,1.23,0.65,-0.82,-0.49,-1.66,-0.99,0.84,0.52,0.76,0.65,1.03,0.78,1.06,135.37,0.79,78.70,74.09,0.98,65.18,1.83,98.44,53.88,0.43,12.02,43.48
71,4319,Female,IGCSE (British),11.59,95.31,7.00,6.00,39.51,35.19,53.13,4.18,-0.23,0.93,1.04,0.12,-0.03,-0.01,0.07,-1.47,-1.74,-1.41,-1.54,0.01,0.98,-0.11,1.31,1.86,0.29,1.69,136.21,0.35,35.19,20.79,0.95,64.42,2.41,95.31,39.51,0.53,12.70,53.13
88,4357,Male,IGCSE (British),14.71,97.66,6.00,7.00,69.81,70.37,56.25,9.47,0.01,1.50,1.43,0.18,0.01,-0.37,-0.31,-0.10,2.50,0.94,1.11,-0.23,1.46,0.24,1.79,2.24,0.37,0.35,294.65,0.70,70.37,201.61,0.98,85.87,1.40,97.66,69.81,0.56,5.94,56.25
122,4440,Male,IGCSE (British),13.20,92.97,9.00,9.00,60.31,91.67,55.17,8.86,-0.46,-0.57,-1.01,-0.81,-0.70,-1.29,-1.23,-0.53,-0.90,0.67,-0.25,-1.07,-0.79,-0.45,-0.77,-1.38,-0.89,1.62,103.27,0.92,91.67,56.72,0.93,92.85,1.54,92.97,60.31,0.55,6.23,55.17
156,4535,Female,IGCSE (British),12.06,95.70,6.50,6.00,46.45,80.56,68.97,7.87,-0.14,-0.38,0.09,0.58,-0.17,0.04,0.16,-1.15,-1.22,0.23,-0.71,0.01,-0.14,-0.13,-0.60,-0.03,0.57,1.86,111.47,0.81,80.56,43.21,0.96,67.95,2.06,95.70,46.45,0.69,8.76,68.97
157,4535,Female,IGCSE (British),12.06,95.70,6.50,6.00,46.45,80.56,68.97,7.87,-0.14,-0.38,0.09,0.58,-0.17,0.04,0.16,-1.15,-1.22,0.23,-0.71,0.01,-0.14,-0.13,-0.60,-0.03,0.57,1.86,111.47,0.81,80.56,43.21,0.96,67.95,2.06,95.70,46.45,0.64,8.76,64.29
158,4535,Female,IGCSE (British),12.06,95.70,6.50,6.00,46.45,80.56,64.29,7.34,-0.14,-0.38,0.09,0.58,-0.17,0.04,0.16,-1.15,-1.22,-0.00,-0.79,0.01,-0.14,-0.13,-0.60,-0.03,0.57,1.86,111.47,0.81,80.56,43.21,0.96,67.95,2.06,95.70,46.45,0.69,8.76,68.97
159,4535,Female,IGCSE (British),12.06,95.70,6.50,6.00,46.45,80.56,64.29,7.34,-0.14,-0.38,0.09,0.58,-0.17,0.04,0.16,-1.15,-1.22,-0.00,-0.79,0.01,-0.14,-0.13,-0.60,-0.03,0.57,1.86,111.47,0.81,80.56,43.21,0.96,67.95,2.06,95.70,46.45,0.64,8.76,64.29
167,4562,Female,IGCSE (British),12.88,57.81,5.00,7.00,83.83,2.78,45.00,5.62,-0.20,0.39,0.43,-0.31,-0.29,-0.23,-0.64,0.54,-2.08,-0.77,-0.77,-0.38,0.41,-0.09,0.71,0.65,-0.16,0.45,232.07,0.03,2.78,6.20,0.58,472.83,0.69,57.81,83.83,0.45,8.01,45.00
180,4712,Female,American Diploma,13.23,97.66,13.00,9.00,80.44,91.67,60.71,7.77,-0.16,-1.28,-0.57,0.57,0.59,1.31,1.20,0.38,0.64,0.19,0.40,1.03,-0.92,-0.02,-1.76,-1.08,0.59,0.75,131.25,0.92,91.67,122.24,0.98,104.71,1.21,97.66,80.44,0.61,7.81,60.71
183,4720,Female,American Diploma,13.67,97.66,15.00,7.00,57.85,87.85,65.63,6.23,0.67,0.15,-0.39,0.81,1.27,0.54,1.08,-0.64,0.13,-0.50,-0.34,0.96,-0.12,0.66,0.23,-0.80,0.74,0.87,123.14,0.88,87.85,100.48,0.98,74.80,1.69,97.66,57.85,0.66,10.54,65.63
206,4777,Male,IB,12.67,96.09,15.00,7.00,89.73,78.70,51.61,6.60,0.95,-0.99,-0.48,0.50,0.37,-0.73,-0.27,0.80,0.54,-0.33,0.34,-0.21,-0.74,0.80,-1.56,-1.04,0.50,0.67,171.06,0.79,78.70,118.10,0.96,101.50,1.07,96.09,89.73,0.52,7.82,51.61
211,4783,Male,IB,15.02,94.53,8.00,7.00,77.98,87.96,53.57,9.24,-0.01,0.32,-0.41,-0.76,-0.46,-0.85,-0.79,0.27,0.55,0.84,0.55,-0.70,-0.04,0.16,0.49,-0.81,-0.83,0.74,147.52,0.88,87.96,118.37,0.95,96.95,1.21,94.53,77.98,0.54,5.80,53.57
228,4821,Female,IB,12.86,50.78,6.00,7.00,78.84,30.84,43.48,12.27,0.12,0.54,1.04,0.42,1.01,1.19,0.97,0.31,0.24,2.18,0.91,1.06,0.79,0.29,1.03,1.93,0.54,0.29,1239.02,0.31,30.84,105.29,0.51,678.76,0.64,50.78,78.84,0.43,3.54,43.48
229,4822,Female,IB,12.87,98.44,7.00,7.00,53.83,90.74,65.63,7.24,0.30,0.01,-0.08,0.70,0.71,0.74,0.48,-0.82,0.55,-0.05,-0.11,0.65,-0.04,0.43,0.00,-0.36,0.69,0.76,121.72,0.91,90.74,118.67,0.98,61.24,1.83,98.44,53.83,0.66,9.07,65.63
24,4269,Female,IGCSE (British),13.71,95.31,6.50,6.00,76.05,95.37,42.31,5.43,-0.15,1.14,0.64,-0.28,0.13,-0.59,-0.42,0.19,-0.45,-0.85,-0.37,-0.29,0.89,-0.00,1.47,0.98,-0.15,1.26,82.75,0.95,95.37,75.90,0.95,93.40,1.25,95.31,76.05,0.42,7.80,42.31
101,4383,Male,IGCSE (British),13.37,73.44,5.50,6.00,84.80,81.48,71.88,5.05,0.06,-0.76,0.08,0.65,0.38,0.89,0.96,0.58,0.77,-1.02,0.11,0.75,-0.34,0.27,-1.15,-0.01,0.66,0.64,233.79,0.81,81.48,127.78,0.73,139.63,0.87,73.44,84.80,0.72,14.23,71.88
105,4407,Male,IGCSE (British),12.93,97.66,12.00,6.00,77.53,84.26,62.07,9.90,0.43,0.25,-0.25,0.48,0.01,0.06,-0.30,0.25,-0.19,1.13,0.40,-0.07,-0.00,0.53,0.39,-0.64,0.57,0.97,123.30,0.84,84.26,86.83,0.98,89.99,1.26,97.66,77.53,0.62,6.27,62.07
129,4453,Female,American Diploma,15.45,96.09,10.00,7.00,57.08,89.62,70.00,8.12,-0.45,-1.15,-0.27,-0.89,-0.12,-0.11,-0.35,-0.67,1.38,0.34,0.35,-0.19,-0.71,-0.39,-1.63,-0.58,-1.00,0.58,179.33,0.90,89.62,154.02,0.96,91.23,1.68,96.09,57.08,0.70,8.62,70.00
155,4518,Female,IGCSE (British),13.15,92.97,9.00,6.00,65.69,88.89,57.69,8.19,-0.29,-0.89,-1.15,-1.14,-0.74,-1.27,-1.19,-0.28,0.83,0.37,0.31,-1.06,-1.02,-0.20,-1.34,-1.50,-1.29,0.68,152.46,0.89,88.89,130.59,0.93,87.79,1.42,92.97,65.69,0.58,7.04,57.69
184,4722,Female,IB,13.81,95.31,10.00,8.00,61.64,93.52,59.38,7.03,0.93,0.96,1.33,0.30,0.99,1.17,0.92,-0.47,-1.04,-0.14,-0.55,1.03,1.14,0.77,1.36,2.31,0.26,1.85,79.31,0.94,93.52,50.57,0.95,79.10,1.55,95.31,61.64,0.59,8.44,59.38
190,4739,Male,National,10.29,91.41,10.00,8.00,78.14,75.00,62.50,6.65,-1.07,-0.04,0.34,-0.30,-1.07,-0.61,-0.92,0.28,0.14,-0.31,0.04,-0.87,0.15,-1.10,-0.04,0.47,-0.24,0.74,158.17,0.75,75.00,101.14,0.91,100.33,1.17,91.41,78.14,0.63,9.40,62.50
192,4748,Male,National,10.18,93.75,2.50,8.00,32.09,76.85,40.74,6.34,0.65,1.69,1.76,0.59,-0.80,-0.18,-0.29,-1.80,-0.67,-0.45,-0.97,-0.42,1.73,0.67,1.87,2.53,0.63,1.15,109.03,0.77,76.85,66.64,0.94,45.88,2.92,93.75,32.09,0.41,6.43,40.74
267,4903,Female,IGCSE (British),14.32,99.22,9.00,6.00,59.33,100.00,68.97,7.16,-0.13,-0.35,-0.31,-0.14,-0.74,0.21,-0.06,-0.57,-0.88,-0.09,-0.51,-0.20,-0.33,0.02,-0.62,-0.78,0.03,1.74,49.50,1.00,100.00,57.36,0.99,69.07,1.67,99.22,59.33,0.69,9.64,68.97
7,4236,Male,IB,12.34,92.19,8.00,8.00,51.64,86.11,46.67,11.38,0.51,0.41,1.20,0.30,-0.27,-0.34,-0.39,-0.92,-1.57,1.79,-0.23,-0.33,0.80,0.60,0.59,2.09,0.44,3.05,138.57,0.86,86.11,28.21,0.92,99.54,1.79,92.19,51.64,0.47,4.10,46.67
49,4284,Female,IGCSE (British),12.42,95.31,7.00,8.00,37.57,83.33,55.17,7.39,-0.97,-0.26,-0.14,-0.89,-0.43,-0.75,-1.10,-1.55,-0.83,0.02,-0.79,-0.76,-0.20,-1.09,-0.51,-0.46,-0.97,1.39,99.45,0.83,83.33,59.88,0.95,53.32,2.54,95.31,37.57,0.55,7.47,55.17
51,4287,Female,IGCSE (British),13.17,98.44,9.00,6.00,67.93,77.78,62.50,5.82,-0.12,-0.73,-0.35,0.57,0.70,0.76,0.20,-0.18,-0.93,-0.68,-0.60,0.55,-0.54,0.13,-1.18,-0.84,0.62,1.40,104.35,0.78,77.78,55.54,0.98,86.73,1.45,98.44,67.93,0.63,10.74,62.50
63,4305,Female,National,13.83,98.05,7.00,6.00,52.05,79.59,50.00,6.77,-1.21,0.48,0.48,-1.13,-0.96,-1.10,-1.28,-0.90,0.35,-0.26,-0.27,-1.11,0.48,-1.32,0.76,0.76,-1.36,0.72,190.46,0.80,79.59,109.94,0.98,71.98,1.88,98.05,52.05,0.59,7.38,58.62
64,4305,Female,National,13.83,98.05,7.00,6.00,52.05,79.59,50.00,6.77,-1.21,0.48,0.48,-1.13,-0.96,-1.10,-1.28,-0.90,0.35,-0.26,-0.27,-1.11,0.48,-1.32,0.76,0.76,-1.36,0.72,190.46,0.80,79.59,109.94,0.98,71.98,1.88,98.05,52.05,0.50,7.38,50.00
65,4305,Female,National,13.83,98.05,7.00,6.00,52.05,79.59,58.62,7.94,-1.21,0.48,0.48,-1.13,-0.96,-1.10,-1.28,-0.90,0.35,0.26,-0.10,-1.11,0.48,-1.32,0.76,0.76,-1.36,0.72,190.46,0.80,79.59,109.94,0.98,71.98,1.88,98.05,52.05,0.59,7.38,58.62
66,4305,Female,National,13.83,98.05,7.00,6.00,52.05,79.59,58.62,7.94,-1.21,0.48,0.48,-1.13,-0.96,-1.10,-1.28,-0.90,0.35,0.26,-0.10,-1.11,0.48,-1.32,0.76,0.76,-1.36,0.72,190.46,0.80,79.59,109.94,0.98,71.98,1.88,98.05,52.05,0.50,7.38,50.00
69,4314,Male,Other?,14.61,99.22,12.00,7.00,72.66,91.67,75.00,6.53,0.03,-0.53,-0.06,0.22,-0.46,-0.82,-0.16,0.03,0.25,-0.37,-0.03,-0.48,-0.29,0.01,-0.80,-0.34,0.27,0.87,114.74,0.92,91.67,105.79,0.99,85.17,1.37,99.22,72.66,0.75,11.49,75.00
72,4321,Female,IGCSE (British),12.19,95.31,5.50,5.00,65.49,76.85,72.41,9.30,-0.28,-0.84,-1.10,-0.43,-0.59,-0.26,-0.46,-0.29,0.71,0.86,0.43,-0.44,-0.97,-0.16,-1.08,-1.43,-0.40,0.61,188.15,0.77,76.85,125.29,0.95,83.14,1.46,95.31,65.49,0.72,7.79,72.41
78,4339,Female,IGCSE (British),14.64,94.53,12.00,8.00,74.58,92.59,75.00,5.47,0.13,-0.18,-0.03,-0.21,-0.42,-0.04,-0.14,0.12,0.88,-0.83,0.06,-0.20,-0.11,0.29,-0.32,-0.29,-0.07,0.70,146.13,0.93,92.59,132.65,0.95,90.05,1.27,94.53,74.58,0.75,13.71,75.00
133,4457,Female,American Diploma,14.72,94.44,5.00,6.00,48.29,79.63,64.29,9.94,-0.13,0.26,0.27,-0.18,-0.18,-0.35,-0.62,-1.07,-0.00,1.15,0.03,-0.38,0.27,0.03,0.46,0.31,-0.03,0.84,140.73,0.80,79.63,94.95,0.94,81.21,1.96,94.44,48.29,0.64,6.47,64.29
137,4476,Female,IGCSE (British),12.47,96.88,9.00,6.00,62.80,95.37,62.50,4.91,0.72,0.22,0.22,0.56,0.88,0.39,0.91,-0.41,0.12,-1.08,-0.46,0.73,0.22,0.70,0.26,0.27,0.59,0.95,102.05,0.95,95.37,100.21,0.97,90.81,1.54,96.88,62.80,0.63,12.73,62.50
140,4485,Male,IGCSE (British),12.74,89.06,11.50,5.00,53.59,91.67,65.63,7.63,0.19,1.25,1.29,0.15,-0.37,-0.00,0.07,-0.83,-0.77,0.12,-0.49,-0.10,1.27,0.33,1.66,2.20,0.28,1.48,148.57,0.92,91.67,62.12,0.89,109.11,1.66,89.06,53.59,0.66,8.60,65.63
149,4505,Male,IB,13.31,94.53,6.00,8.00,67.52,87.96,58.06,5.67,1.21,0.96,1.31,1.08,0.22,0.48,0.77,-0.20,1.69,-0.75,0.25,0.49,1.13,0.87,1.28,2.15,0.81,0.53,199.11,0.88,87.96,167.22,0.95,92.13,1.40,94.53,67.52,0.58,10.25,58.06
150,4507,Male,IGCSE (British),12.34,90.63,16.00,8.00,63.48,85.19,57.14,9.58,1.19,0.28,0.04,1.02,1.50,1.80,1.79,-0.38,0.17,0.99,0.26,1.70,0.16,0.87,0.41,-0.10,0.79,0.83,158.47,0.85,85.19,102.28,0.91,88.64,1.43,90.63,63.48,0.57,5.97,57.14
153,4514,Female,IGCSE (British),12.55,94.53,8.00,6.00,60.92,87.04,55.17,6.16,0.47,1.17,1.29,0.80,0.14,-0.21,-0.11,-0.50,-0.06,-0.53,-0.36,-0.06,1.23,0.54,1.62,2.20,0.74,0.94,144.69,0.87,87.04,92.53,0.95,84.25,1.55,94.53,60.92,0.55,8.96,55.17
165,4558,Male,IGCSE (British),12.89,77.34,5.00,5.00,62.71,81.48,42.86,5.63,0.17,-0.38,-0.01,0.08,-0.18,-0.55,-0.66,-0.42,0.27,-0.76,-0.30,-0.46,-0.19,0.31,-0.60,-0.25,0.18,0.76,162.97,0.81,81.48,106.55,0.77,95.68,1.23,77.34,62.71,0.43,7.62,42.86
197,4760,Female,National,12.03,95.31,15.00,5.00,45.70,90.74,68.75,2.84,0.30,1.47,1.34,0.25,-0.50,-0.64,-0.55,-1.19,-0.67,-2.00,-1.28,-0.56,1.41,0.44,1.80,2.26,0.40,1.36,105.00,0.91,90.74,66.67,0.95,63.10,2.09,95.31,45.70,0.69,24.21,68.75
198,4760,Female,National,12.03,95.31,15.00,5.00,45.70,90.74,68.75,2.84,0.30,1.47,1.34,0.25,-0.50,-0.64,-0.55,-1.19,-0.67,-2.00,-1.28,-0.56,1.41,0.33,1.48,2.00,0.52,1.36,105.00,0.91,90.74,66.67,0.95,63.10,2.09,95.31,45.70,0.69,24.21,68.75
199,4761,Male,American Diploma,13.07,96.09,14.00,6.00,71.06,99.07,67.74,7.07,0.71,-0.08,-0.04,0.56,0.80,0.66,0.99,-0.04,-0.86,-0.13,-0.34,0.82,-0.06,0.69,-0.25,-0.27,0.59,1.70,58.03,0.99,99.07,58.20,0.96,82.18,1.35,96.09,71.06,0.68,9.59,67.74
226,4816,Male,IB,12.54,70.31,4.00,6.00,104.35,74.07,37.50,5.62,-0.84,1.40,1.29,-0.42,1.34,0.96,1.28,1.46,0.83,-0.77,0.51,1.19,1.35,-0.90,1.77,2.28,-0.33,0.57,205.12,0.74,74.07,130.46,0.70,177.77,0.67,70.31,104.35,0.38,6.68,37.50
253,4886,Female,IGCSE (British),15.09,99.22,13.00,8.00,58.11,89.81,75.00,2.72,0.41,-0.58,-0.42,0.31,-0.31,0.37,0.23,-0.63,-0.76,-2.05,-1.15,0.10,-0.50,0.43,-0.94,-0.92,0.36,1.43,119.41,0.90,89.81,62.75,0.99,64.23,1.71,99.22,58.11,0.75,27.56,75.00
270,4907,Male,IGCSE (British),12.83,92.97,8.00,5.00,49.21,100.00,59.38,4.52,-0.07,0.80,-0.31,-0.86,-0.58,-0.40,-0.72,-1.03,-0.76,-1.25,-1.01,-0.57,0.25,0.07,1.07,-0.65,-0.89,1.59,68.44,1.00,100.00,62.70,0.93,70.11,1.89,92.97,49.21,0.59,13.13,59.38
97,4382,Female,IGCSE (British),13.10,76.56,7.50,5.00,59.81,79.63,62.50,7.07,-0.39,0.47,0.69,-0.18,-0.82,-0.85,-0.88,-0.55,-1.85,-0.12,-0.84,-0.85,0.58,-0.22,0.79,1.14,-0.03,4.87,137.10,0.80,79.63,16.34,0.77,109.63,1.28,76.56,59.81,0.61,8.83,60.87
98,4382,Female,IGCSE (British),13.10,76.56,7.50,5.00,59.81,79.63,62.50,7.07,-0.39,0.47,0.69,-0.18,-0.82,-0.85,-0.88,-0.55,-1.85,-0.12,-0.84,-0.85,0.58,-0.22,0.79,1.14,-0.03,4.87,137.10,0.80,79.63,16.34,0.77,109.63,1.28,76.56,59.81,0.63,8.83,62.50
99,4382,Female,IGCSE (British),13.10,76.56,7.50,5.00,59.81,79.63,60.87,6.89,-0.39,0.47,0.69,-0.18,-0.82,-0.85,-0.88,-0.55,-1.85,-0.20,-0.87,-0.85,0.58,-0.22,0.79,1.14,-0.03,4.87,137.10,0.80,79.63,16.34,0.77,109.63,1.28,76.56,59.81,0.61,8.83,60.87
100,4382,Female,IGCSE (British),13.10,76.56,7.50,5.00,59.81,79.63,60.87,6.89,-0.39,0.47,0.69,-0.18,-0.82,-0.85,-0.88,-0.55,-1.85,-0.20,-0.87,-0.85,0.58,-0.22,0.79,1.14,-0.03,4.87,137.10,0.80,79.63,16.34,0.77,109.63,1.28,76.56,59.81,0.63,8.83,62.50
138,4478,Female,IGCSE (British),12.79,97.66,5.50,7.00,52.95,4.63,59.38,6.43,0.79,0.83,0.39,0.59,0.14,0.39,0.11,-0.86,-1.96,-0.41,-1.08,0.21,0.61,0.74,1.17,0.72,0.63,0.40,162.51,0.05,4.63,11.44,0.98,75.03,1.84,97.66,52.95,0.59,9.24,59.38
146,4499,Female,IGCSE (British),12.91,92.19,8.00,7.00,50.16,99.07,63.33,7.79,-0.23,-0.22,-0.05,0.13,-0.87,-1.03,-1.06,-0.98,-1.27,0.20,-0.69,-0.99,-0.13,-0.06,-0.38,-0.33,0.31,2.42,53.79,0.99,99.07,40.87,0.92,84.19,1.84,92.19,50.16,0.63,8.13,63.33
169,4568,Male,IGCSE (British),12.43,96.88,8.50,7.00,52.97,93.52,65.63,5.38,0.17,-0.66,-1.03,0.01,0.60,0.17,0.11,-0.86,0.19,-0.88,-0.52,0.29,-0.84,0.32,-0.89,-1.40,0.19,0.91,120.38,0.94,93.52,103.08,0.97,72.29,1.83,96.88,52.97,0.66,12.21,65.63
173,4617,Female,IGCSE (British),13.16,96.88,6.00,4.00,76.51,80.56,53.13,3.36,-1.12,-0.40,-0.20,-0.50,-0.60,-0.54,-0.64,0.21,0.57,-1.77,-0.33,-0.59,-0.30,-1.17,-0.65,-0.58,-0.44,0.67,182.33,0.81,80.56,119.38,0.97,103.48,1.27,96.88,76.51,0.53,15.79,53.13
231,4826,Male,IB,12.69,97.66,13.00,7.00,82.06,92.59,62.50,5.41,0.57,-0.48,-0.65,0.78,0.81,1.36,1.29,0.46,-0.19,-0.86,-0.20,1.15,-0.56,0.62,-0.65,-1.12,0.73,1.06,94.63,0.93,92.59,87.16,0.98,94.63,1.19,97.66,82.06,0.63,11.56,62.50
